t|1708558658520735|x|1.67279|y|2.75243|theta|1.48638
t|1708558658561325|x|1.67279|y|2.75243|theta|1.48638
t|1708558658601929|x|1.67279|y|2.75243|theta|1.48638
t|1708558658642522|x|1.67279|y|2.75243|theta|1.48638
t|1708558658683118|x|1.67279|y|2.75243|theta|1.48638
t|1708558658723705|x|1.67279|y|2.75243|theta|1.48638
t|1708558658764308|x|1.67279|y|2.75243|theta|1.48638
t|1708558658804904|x|1.67279|y|2.75243|theta|1.48638
t|1708558658845502|x|1.67279|y|2.75243|theta|1.48638
t|1708558658886095|x|1.67279|y|2.75243|theta|1.48638
t|1708558658926682|x|1.67279|y|2.75243|theta|1.48638
t|1708558658967279|x|1.67279|y|2.75243|theta|1.48638
t|1708558659048367|x|1.67279|y|2.75243|theta|1.48638
t|1708558659088956|x|1.67279|y|2.75243|theta|1.48638
t|1708558659129549|x|1.67279|y|2.75243|theta|1.48638
t|1708558659170157|x|1.67279|y|2.75243|theta|1.48638
t|1708558659210745|x|1.67279|y|2.75243|theta|1.48638
t|1708558659251332|x|1.67279|y|2.75243|theta|1.48638
t|1708558659291935|x|1.67279|y|2.75243|theta|1.48638
t|1708558659332527|x|1.67279|y|2.75243|theta|1.48638
t|1708558659373124|x|1.67279|y|2.75243|theta|1.48638
t|1708558659413716|x|1.67279|y|2.75243|theta|1.48638
t|1708558659454316|x|1.67279|y|2.75243|theta|1.48638
t|1708558659494906|x|1.67279|y|2.75243|theta|1.48638
t|1708558659535481|x|1.67279|y|2.75243|theta|1.48638
t|1708558659576081|x|1.67279|y|2.75243|theta|1.48638
t|1708558659616659|x|1.67279|y|2.75243|theta|1.48638
t|1708558659657253|x|1.67279|y|2.75243|theta|1.48638
t|1708558659697851|x|1.67279|y|2.75243|theta|1.48638
t|1708558659738444|x|1.67279|y|2.75243|theta|1.48638
t|1708558659779032|x|1.67279|y|2.75243|theta|1.48638
t|1708558659819646|x|1.67279|y|2.75243|theta|1.48638
t|1708558659860240|x|1.67279|y|2.75243|theta|1.48638
t|1708558659900843|x|1.67279|y|2.75243|theta|1.48638
t|1708558659981947|x|1.67279|y|2.75243|theta|1.48638
t|1708558660022549|x|1.67279|y|2.75243|theta|1.48638
t|1708558660063148|x|1.67279|y|2.75243|theta|1.48638
t|1708558660103744|x|1.67279|y|2.75243|theta|1.48638
t|1708558660144342|x|1.67279|y|2.75243|theta|1.48638
t|1708558660184936|x|1.67279|y|2.75243|theta|1.48638
t|1708558660225529|x|1.67279|y|2.75243|theta|1.48638
t|1708558660266139|x|1.67279|y|2.75243|theta|1.48638
t|1708558660306791|x|1.67279|y|2.75243|theta|1.48638
